"","means","2.5 %","97.5 %"
"1:general",3.50974147927966,3.49531980986411,3.5241631486952
"2:general",3.55077393422931,3.5371746129082,3.56437325555042
"3:general",3.52975119261383,3.51505826856137,3.54444411666628
"4:general",3.54871257968372,3.53264700114211,3.56477815822533
"5:general",3.54821125456811,3.53164388054742,3.5647786285888
"6:general",3.49295763142014,3.47478092088996,3.51113434195032
"7:general",3.45927370979982,3.43933735085384,3.4792100687458
"8:general",3.49523744057979,3.47447485643582,3.51600002472376
"9:general",3.4425465387888,3.41972199152632,3.46537108605128
"10:general",3.40924800479512,3.38424240399464,3.43425360559559
"1:living",3.52822257884562,3.51457622178135,3.5418689359099
"2:living",3.57042600459168,3.55680854588339,3.58404346329997
"3:living",3.51985989013083,3.50423412772396,3.53548565253771
"4:living",3.52780827027123,3.50880988937715,3.54680665116531
"5:living",3.51501990024412,3.49636988599922,3.53366991448902
"6:living",3.45181927761993,3.43223667050222,3.47140188473764
"7:living",3.45664572385631,3.43486229198211,3.47842915573052
"8:living",3.45241696678729,3.43040818812686,3.47442574544771
"9:living",3.42334139575382,3.40027545587853,3.44640733562911
"10:living",3.39669438215479,3.36994339785962,3.42344536644996
"1:home",3.45307785650607,3.43859899420224,3.46755671880989
"2:home",3.47578515858789,3.46127849538318,3.4902918217926
"3:home",3.43331121545143,3.41797575848324,3.44864667241962
"4:home",3.47354573433346,3.45566185884467,3.49142960982226
"5:home",3.4972957829054,3.47883696387186,3.51575460193894
"6:home",3.43094477268184,3.41087244515421,3.45101710020948
"7:home",3.43854485079713,3.41865096149832,3.45843874009593
"8:home",3.45786024587537,3.43584865326298,3.47987183848776
"9:home",3.42013218158935,3.39483666549433,3.44542769768437
"10:home",3.42615736879729,3.40130451066913,3.45101022692546
"1:future",3.30415782148414,3.29009220388258,3.3182234390857
"2:future",3.32733437907025,3.31268676145529,3.34198199668521
"3:future",3.32624409950319,3.31046460081891,3.34202359818747
"4:future",3.39521283192528,3.37852993604451,3.41189572780604
"5:future",3.42073958992825,3.4028051714067,3.4386740084498
"6:future",3.38049002647107,3.36194614974905,3.39903390319309
"7:future",3.37653805147599,3.35548767982348,3.3975884231285
"8:future",3.43156437524756,3.40827539046422,3.45485336003089
"9:future",3.4050880229965,3.38130784218489,3.42886820380811
"10:future",3.4029150515631,3.37732990679917,3.42850019632702
"1:career",3.23339590806891,3.21770005396068,3.24909176217715
"2:career",3.27849915386368,3.26198972527957,3.29500858244778
"3:career",3.28024164306029,3.26199804324349,3.29848524287708
"4:career",3.34409101722021,3.32487166370424,3.36331037073618
"5:career",3.36742257854816,3.34802698918603,3.38681816791028
"6:career",3.26034136000214,3.23875260997822,3.28193011002607
"7:career",3.24601525978198,3.2212739850358,3.27075653452816
"8:career",3.31208814459527,3.2870329625224,3.33714332666814
"9:career",3.2565777879663,3.23106087704149,3.2820946988911
"10:career",3.21927489650234,3.19067407833697,3.2478757146677
"1:work",3.15588208956251,3.14129433817952,3.17046984094551
"2:work",3.19617286141309,3.1806782636529,3.21166745917327
"3:work",3.18297324158217,3.16741691730271,3.19852956586163
"4:work",3.23965807906038,3.22124559087926,3.2580705672415
"5:work",3.27154128737825,3.25250183949589,3.29058073526062
"6:work",3.19386295579742,3.17381345980543,3.21391245178942
"7:work",3.19054539390928,3.16735306685264,3.21373772096592
"8:work",3.23766467583304,3.21452861254072,3.26080073912536
"9:work",3.19780159448544,3.17294447915334,3.22265870981754
"10:work",3.1608489754577,3.13516731691043,3.18653063400497
"1:money",3.02873008878231,3.01025477481423,3.04720540275038
"2:money",3.02991162384862,3.01175391595958,3.04806933173767
"3:money",2.96254735672565,2.94264817503042,2.98244653842087
"4:money",2.99865498159767,2.97667152313407,3.02063844006127
"5:money",2.96972611244862,2.94562715712793,2.99382506776931
"6:money",2.95917886522402,2.93648352364497,2.98187420680306
"7:money",2.95653301397638,2.93046219996382,2.98260382798894
"8:money",2.99133612889334,2.96378376596851,3.01888849181818
"9:money",2.97561882806913,2.94550834100468,3.00572931513358
"10:money",2.95424360827787,2.92135926314783,2.98712795340792
"1:lesiure",3.47289016576473,3.45878283210342,3.48699749942604
"2:lesiure",3.44731444717306,3.43265881899306,3.46197007535306
"3:lesiure",3.41669769504072,3.40144902662801,3.43194636345343
"4:lesiure",3.45722150825102,3.44025565073911,3.47418736576294
"5:lesiure",3.44751205900997,3.42912954121256,3.46589457680739
"6:lesiure",3.39172328720808,3.37194919639235,3.4114973780238
"7:lesiure",3.37428633820013,3.35259621063732,3.39597646576295
"8:lesiure",3.39024467020649,3.36877263516457,3.41171670524842
"9:lesiure",3.33942322678593,3.31496944574387,3.36387700782798
"10:lesiure",3.3213982003303,3.29570616449307,3.34709023616754
"1:location",3.4221472024903,3.40667523690057,3.43761916808003
"2:location",3.47320147153258,3.45789359412463,3.48850934894053
"3:location",3.39472198709273,3.37749836023857,3.41194561394688
"4:location",3.42350110391164,3.40485637764342,3.44214583017987
"5:location",3.441108091198,3.42217681636384,3.46003936603216
"6:location",3.3676399167515,3.34686427697608,3.38841555652693
"7:location",3.38028385500185,3.35645337493179,3.40411433507191
"8:location",3.36508994746256,3.34193410897365,3.38824578595147
"9:location",3.32543983773803,3.29736498585824,3.35351468961781
"10:location",3.31900110383517,3.29191320052463,3.34608900714571
"1:social",3.53169173814749,3.51716530310547,3.5462181731895
"2:social",3.5568860374792,3.54250425498172,3.57126781997669
"3:social",3.4945809599557,3.47813656576732,3.51102535414407
"4:social",3.52339939130593,3.50574839595653,3.54105038665533
"5:social",3.51061944882341,3.49247771213599,3.52876118551083
"6:social",3.43027879322317,3.4099855837676,3.45057200267873
"7:social",3.38125209778266,3.35840387625804,3.40410031930727
"8:social",3.38653411371271,3.36396834654043,3.40909988088498
"9:social",3.30376826432725,3.27773510381173,3.32980142484277
"10:social",3.27967559565986,3.25100813741021,3.3083430539095
"1:people",3.51995683569904,3.50637115155144,3.53354251984665
"2:people",3.56399350551428,3.55031860635484,3.57766840467371
"3:people",3.51002078567798,3.49555972910258,3.52448184225338
"4:people",3.54845271871014,3.53265047380276,3.56425496361752
"5:people",3.55786478006486,3.54119890946723,3.5745306506625
"6:people",3.51031282399303,3.49251526143532,3.52811038655075
"7:people",3.49017169939459,3.47101886827007,3.50932453051912
"8:people",3.51420515092372,3.49232282854711,3.53608747330033
"9:people",3.4578559290343,3.43511563092641,3.48059622714218
"10:people",3.4448757466107,3.41934058680643,3.47041090641497
"1:independence",3.39843103558035,3.38321332709664,3.41364874406406
"2:independence",3.46872728189589,3.45295209849625,3.48450246529552
"3:independence",3.49573315832581,3.47957797597061,3.51188834068101
"4:independence",3.53661659850465,3.51827052353065,3.55496267347865
"5:independence",3.58110470591852,3.56281936338403,3.59939004845302
"6:independence",3.51360558089733,3.49407745475952,3.53313370703514
"7:independence",3.51228870642381,3.49079268960178,3.53378472324584
"8:independence",3.54012625127849,3.51674085687693,3.56351164568006
"9:independence",3.51173032453174,3.48817544398772,3.53528520507576
"10:independence",3.47935393467899,3.45267458570314,3.50603328365483
